Date,Location,Latitude,Longitude,Previous GWL (m bgl),Rainfall (mm/day),Temperature (°C),Evaporation (mm/day),Population Density (people/km²),Surface Elevation (m),Land Use,Soil Type,River Distance (km),Tidal Influence (m),Slope (%),Aquifer Type,Irrigation Demand (mm/day),Predicted GWL (m bgl)
2023-05-07,Belagavi,15.83913584290261,74.48090851620054,25.08,143.8,23.5,4.2,645,226,Urban,Clay,8.6,0.0,6.5,Confined,0.0,22.41
2023-05-08,Tumakuru,13.360252152910922,77.03987918887894,5.46,0.0,28.4,8.7,534,124,Barren,Sandy,13.3,0.0,4.1,Unconfined,0.0,5.89
2023-05-09,Tumakuru,13.362889571025278,77.09611737932487,15.47,76.6,28.8,5.5,371,383,Forest,Loam,13.4,0.0,9.5,Unconfined,0.0,14.21
2023-05-10,Shivamogga,13.851545656075391,75.52588692598857,9.87,194.9,21.6,4.6,530,330,Forest,Loam,6.1,0.0,5.9,Unconfined,0.0,6.2
2023-05-11,Belagavi,15.848573463843168,74.40160590142749,20.3,0.0,28.0,4.8,609,328,Barren,Silty,11.9,0.0,6.4,Unconfined,0.0,20.54
2023-05-12,Vijayapura,16.80875542682994,75.76704403053495,26.0,123.7,31.2,8.4,719,419,Urban,Loam,16.0,0.0,5.0,Confined,0.0,23.95
2023-05-13,Tumakuru,13.304650711592034,77.13349361855734,18.77,89.6,39.6,7.4,358,235,Forest,Sandy,8.5,0.0,5.5,Unconfined,0.0,17.35
2023-05-14,Mysuru,12.29839758141846,76.6187388962888,29.26,65.6,28.0,6.5,666,138,Agricultural,Loam,16.2,0.0,7.3,Confined,16.6,28.44
2023-05-15,Davanagere,14.46054891115797,75.95970924661907,19.16,31.9,26.5,7.8,725,163,Forest,Loam,9.0,0.0,9.4,Confined,0.0,18.91
2023-05-16,Davanagere,14.431048342791012,75.93412295008523,11.39,0.0,31.7,4.4,715,220,Barren,Silty,11.9,0.0,0.9,Confined,0.0,11.61
2023-05-17,Tumakuru,13.403222574812595,77.0673723820436,27.47,102.7,29.9,7.2,538,281,Forest,Sandy,8.4,0.0,9.4,Confined,0.0,25.78
2023-05-18,Belagavi,15.840336585212638,74.50128860218157,17.06,0.0,36.9,6.1,559,178,Barren,Sandy,1.6,0.0,7.6,Unconfined,0.0,17.36
2023-05-19,Hubballi-Dharwad,15.372888400827659,75.1336919075939,15.66,0.0,36.8,4.1,729,440,Barren,Clay,4.4,0.0,8.6,Confined,0.0,15.87
2023-05-20,Bengaluru Urban,12.959515808409025,77.54632104753314,25.86,0.0,39.4,5.5,326,490,Barren,Clay,17.8,0.0,9.3,Confined,0.0,26.13
2023-05-21,Belagavi,15.893553402119112,74.40812210633885,18.37,0.0,29.9,7.2,676,267,Barren,Loam,13.2,0.0,3.9,Confined,0.0,18.73
2023-05-22,Shivamogga,13.927953105978714,75.62367978003704,9.08,60.1,28.0,4.7,751,316,Urban,Loam,6.3,0.0,9.6,Confined,0.0,8.11
2023-05-23,Bengaluru Urban,13.01049076341053,77.6051703024128,5.75,0.0,20.0,4.2,575,402,Barren,Loam,17.7,0.0,5.8,Unconfined,0.0,5.96
2023-05-24,Shivamogga,13.908899516115827,75.54598951627287,18.11,160.1,28.8,4.7,542,224,Forest,Loam,2.4,0.0,7.2,Confined,0.0,15.14
2023-05-25,Shivamogga,13.985125566448485,75.50831024025791,25.7,163.4,22.1,7.3,340,162,Forest,Silty,1.4,0.0,7.8,Unconfined,0.0,22.8
2023-05-26,Shivamogga,13.886458276569924,75.59452956467152,19.84,150.5,23.4,7.3,413,243,Forest,Silty,4.9,0.0,1.1,Unconfined,0.0,17.19
2023-05-27,Davanagere,14.390482461888803,75.91048676111068,29.07,185.7,29.3,8.0,210,333,Forest,Clay,13.7,0.0,1.7,Unconfined,0.0,25.76
2023-05-28,Belagavi,15.812006728912012,74.36201235323979,25.29,9.4,22.8,5.7,521,167,Agricultural,Silty,12.0,0.0,4.2,Unconfined,17.4,25.56
2023-05-29,Mysuru,12.260554941987156,76.54663528108306,16.41,164.2,26.7,4.1,518,473,Urban,Loam,11.8,0.0,3.0,Confined,0.0,13.33
2023-05-30,Mysuru,12.28873483623618,76.64504121851002,10.23,162.1,24.0,4.6,242,165,Agricultural,Loam,5.2,0.0,7.4,Unconfined,20.9,7.43
2023-05-31,Vijayapura,16.808886063680237,75.59883495424225,11.28,0.0,29.6,6.4,692,166,Barren,Loam,10.2,0.0,5.7,Confined,0.0,11.6
2023-06-01,Mangaluru,12.99262858999521,74.80771061190447,20.85,0.0,25.6,5.8,398,431,Barren,Sandy,19.9,0.6,7.6,Unconfined,0.0,21.14
2023-06-02,Mysuru,12.36537493471649,76.61592589301975,14.4,109.1,35.1,5.2,523,357,Urban,Clay,4.1,0.0,3.6,Confined,0.0,12.48
2023-06-03,Shivamogga,13.954338338218124,75.60166783664764,20.42,0.0,26.8,6.7,519,422,Barren,Loam,18.6,0.0,1.6,Confined,0.0,20.76
2023-06-04,Belagavi,15.859793221968872,74.45547520347127,18.9,0.0,23.0,4.6,649,234,Barren,Sandy,3.9,0.0,6.0,Confined,0.0,19.13
2023-06-05,Davanagere,14.396524471808963,75.96450956510897,5.3,49.5,28.4,8.0,516,451,Forest,Clay,5.4,0.0,0.4,Confined,0.0,4.71
2023-06-06,Ballari,15.140693675912962,76.93945943211382,15.56,46.5,25.2,8.3,337,374,Agricultural,Loam,19.0,0.0,0.6,Unconfined,2.9,15.07
2023-06-07,Mangaluru,12.872465297853896,74.84956331699378,29.5,40.2,27.6,6.9,400,133,Agricultural,Clay,7.0,0.17,2.8,Unconfined,43.9,29.48
2023-06-08,Davanagere,14.37281658157818,75.93286995545546,28.31,168.9,39.7,6.1,691,408,Urban,Loam,3.5,0.0,5.5,Unconfined,0.0,25.24
2023-06-09,Belagavi,15.997154430589896,74.53307158593898,5.38,33.8,23.4,5.9,755,357,Forest,Clay,8.7,0.0,9.8,Confined,0.0,5.0
2023-06-10,Davanagere,14.411421227356229,75.85598257817368,17.36,151.8,23.3,5.8,434,412,Forest,Loam,7.9,0.0,5.2,Unconfined,0.0,14.61
2023-06-11,Tumakuru,13.397898665224936,77.05503233906956,14.28,4.5,27.5,4.1,239,259,Urban,Sandy,8.2,0.0,5.7,Confined,0.0,14.39
2023-06-12,Ballari,15.092929680948014,76.94039512605923,29.08,0.0,24.3,5.5,500,253,Barren,Sandy,3.6,0.0,2.4,Unconfined,0.0,29.35
2023-06-13,Mangaluru,12.943163180247781,74.88807076054555,11.3,108.4,32.9,5.8,571,440,Urban,Silty,5.7,0.56,6.7,Confined,0.0,9.42
2023-06-14,Ballari,15.192317984803461,76.97360689677824,6.45,0.0,20.8,7.5,543,374,Barren,Loam,9.2,0.0,8.1,Unconfined,0.0,6.83
2023-06-15,Hubballi-Dharwad,15.341268679348635,75.15581499797176,25.87,0.0,36.6,6.7,616,319,Barren,Clay,13.7,0.0,9.1,Unconfined,0.0,26.21
2023-06-16,Belagavi,15.818762854569885,74.47944703851046,8.29,20.9,22.3,4.9,530,397,Forest,Silty,1.4,0.0,0.2,Unconfined,0.0,8.12
2023-06-17,Hubballi-Dharwad,15.367093441102611,75.04918791216846,19.74,0.0,30.2,8.2,327,404,Barren,Loam,7.2,0.0,8.2,Confined,0.0,20.15
2023-06-18,Tumakuru,13.345999214194043,77.0591432010239,14.26,111.8,25.1,5.5,753,265,Forest,Clay,15.0,0.0,5.7,Confined,0.0,12.3
2023-06-19,Vijayapura,16.789105654145605,75.7640126768638,21.43,37.1,23.4,7.9,353,398,Agricultural,Sandy,1.4,0.0,6.0,Confined,40.2,21.48
2023-06-20,Vijayapura,16.780384644180366,75.72023967066511,18.81,90.0,35.6,4.7,537,495,Forest,Silty,15.0,0.0,5.0,Confined,0.0,17.24
2023-06-21,Davanagere,14.414659254116025,75.95223304205034,27.33,169.2,31.3,6.4,642,474,Urban,Silty,17.9,0.0,1.8,Unconfined,0.0,24.27
2023-06-22,Tumakuru,13.3260781697891,76.98984822779015,25.94,90.4,30.9,9.0,561,306,Agricultural,Clay,1.4,0.0,2.5,Unconfined,26.0,24.84
2023-06-23,Mysuru,12.31651848716251,76.67545310002853,25.21,142.7,40.0,8.5,555,268,Urban,Silty,6.8,0.0,2.5,Unconfined,0.0,22.78
2023-06-24,Tumakuru,13.287879079156147,77.12441123705081,29.46,197.7,20.2,4.2,518,361,Agricultural,Clay,6.3,0.0,0.7,Confined,48.2,26.2
2023-06-25,Hubballi-Dharwad,15.395396977346875,75.08718148227443,24.79,42.7,20.9,8.2,380,351,Forest,Loam,6.3,0.0,8.4,Unconfined,0.0,24.35
2023-06-26,Hubballi-Dharwad,15.279272331309837,75.16979383657109,6.58,77.9,23.8,6.3,692,322,Urban,Sandy,17.9,0.0,9.6,Confined,0.0,5.34
2023-06-27,Vijayapura,16.83269894967817,75.76841425689251,15.03,106.9,35.1,6.4,334,466,Forest,Loam,7.8,0.0,5.4,Unconfined,0.0,13.21
2023-06-28,Davanagere,14.374248358464042,75.99668373343118,9.77,126.0,32.4,8.7,713,436,Agricultural,Silty,12.2,0.0,0.2,Unconfined,32.2,8.01
2023-06-29,Davanagere,14.561807400214013,75.9055739887369,23.98,83.6,37.7,6.9,518,190,Urban,Silty,11.1,0.0,9.4,Confined,0.0,22.65
2023-06-30,Mysuru,12.39738957739563,76.68758240936114,24.76,0.0,36.0,6.4,481,446,Barren,Loam,1.7,0.0,9.3,Unconfined,0.0,25.08
2023-07-01,Tumakuru,13.159455718923494,77.13113003406426,26.41,0.0,23.1,6.6,201,323,Barren,Silty,12.6,0.0,6.4,Unconfined,0.0,26.74
2023-07-02,Mysuru,12.361538751727158,76.58027138035212,13.08,165.9,30.0,5.9,210,300,Urban,Clay,9.8,0.0,4.9,Unconfined,0.0,10.06
2023-07-03,Davanagere,14.440724127204724,75.93918802711997,12.54,116.8,33.6,5.0,424,116,Forest,Clay,19.2,0.0,9.5,Confined,0.0,10.45
2023-07-04,Shivamogga,13.959144795359535,75.59704368506591,7.37,101.7,26.5,6.2,536,336,Forest,Loam,13.2,0.0,3.7,Confined,0.0,5.65
2023-07-05,Mysuru,12.250858617790822,76.71456632591044,12.99,123.9,37.1,8.7,353,182,Urban,Loam,9.4,0.0,5.0,Unconfined,0.0,10.95
2023-07-06,Bengaluru Urban,12.974881470143476,77.57274817666183,13.41,40.1,20.8,5.0,608,140,Agricultural,Sandy,6.5,0.0,4.0,Unconfined,19.2,13.05
2023-07-07,Vijayapura,16.823349429198252,75.72420243661503,19.59,81.7,28.2,5.9,280,243,Urban,Sandy,11.9,0.0,7.6,Unconfined,0.0,18.25
2023-07-08,Shivamogga,13.897926807012869,75.6604189178817,9.71,95.5,31.4,7.5,672,316,Agricultural,Sandy,7.7,0.0,3.5,Confined,45.9,8.63
2023-07-09,Belagavi,15.84989776917922,74.50097625784845,12.08,90.1,26.0,7.5,781,273,Agricultural,Silty,4.7,0.0,3.6,Unconfined,48.2,11.13
2023-07-10,Mangaluru,12.965560345141993,74.8285126175019,13.14,55.2,32.4,5.3,222,433,Agricultural,Silty,18.8,-0.49,7.0,Unconfined,5.8,12.36
2023-07-11,Davanagere,14.52929985336259,75.89670883990792,9.32,185.3,27.1,8.9,228,171,Agricultural,Silty,14.1,0.0,8.3,Confined,44.2,6.5
2023-07-12,Shivamogga,13.907673312040153,75.61894854950177,25.38,137.5,27.8,8.5,704,141,Forest,Loam,2.3,0.0,8.8,Unconfined,0.0,23.05
2023-07-13,Ballari,15.076326604920913,76.95370850335773,22.28,107.2,28.8,5.1,444,492,Agricultural,Loam,15.6,0.0,4.4,Unconfined,7.8,20.47
2023-07-14,Ballari,15.19004654324629,76.95318444072149,29.33,33.8,32.1,9.0,298,212,Urban,Sandy,11.7,0.0,4.4,Confined,0.0,29.1
2023-07-15,Mysuru,12.283809862875025,76.66194623298891,27.25,87.4,23.1,8.0,635,216,Agricultural,Loam,5.6,0.0,6.9,Unconfined,43.7,26.34
2023-07-16,Ballari,15.13622228931451,76.83766566625478,17.29,99.2,23.0,5.0,353,385,Forest,Sandy,7.2,0.0,1.9,Confined,0.0,15.56
2023-07-17,Belagavi,15.743139163444644,74.47410929299251,11.22,0.0,35.2,5.8,542,347,Barren,Silty,4.8,0.0,3.7,Unconfined,0.0,11.51
2023-07-18,Belagavi,15.936244813714355,74.54313456884113,5.01,178.8,23.1,6.4,638,160,Forest,Loam,14.0,0.0,4.8,Unconfined,0.0,1.75
2023-07-19,Davanagere,14.4799471479123,75.88209538695774,20.48,3.2,30.4,6.0,659,204,Forest,Loam,15.1,0.0,4.7,Confined,0.0,20.72
2023-07-20,Tumakuru,13.342939989583547,77.04198824622351,13.83,43.4,33.8,8.5,482,122,Urban,Sandy,13.6,0.0,7.7,Confined,0.0,13.39
2023-07-21,Hubballi-Dharwad,15.284158538721364,75.10167282184734,21.2,191.0,30.2,7.6,248,340,Urban,Sandy,13.6,0.0,3.1,Confined,0.0,17.76
2023-07-22,Bengaluru Urban,13.035824811310984,77.59226646940483,14.78,0.0,38.8,5.0,399,205,Barren,Loam,12.7,0.0,6.5,Confined,0.0,15.03
2023-07-23,Vijayapura,16.789609400041865,75.67162029986358,10.65,187.1,22.7,4.3,438,401,Urban,Sandy,11.9,0.0,3.3,Confined,0.0,7.12
2023-07-24,Tumakuru,13.44185360753151,77.08150179346961,17.83,30.9,35.4,7.6,284,368,Urban,Sandy,8.4,0.0,9.5,Unconfined,0.0,17.59
2023-07-25,Ballari,15.12069552216965,76.97580412195433,25.39,0.0,29.0,8.5,491,298,Barren,Sandy,9.7,0.0,2.7,Confined,0.0,25.82
2023-07-26,Vijayapura,16.922787950386493,75.62578079450262,8.03,0.0,36.6,8.5,577,148,Barren,Sandy,16.1,0.0,0.1,Unconfined,0.0,8.46
2023-07-27,Vijayapura,16.76846810098423,75.73016749914922,21.85,29.5,27.2,4.6,700,447,Urban,Loam,14.9,0.0,8.6,Unconfined,0.0,21.49
2023-07-28,Vijayapura,16.774218271282848,75.6179866298269,5.32,84.8,25.0,7.8,511,173,Agricultural,Silty,8.4,0.0,8.6,Confined,8.6,4.1
2023-07-29,Mysuru,12.290325341644726,76.6084922117685,19.25,0.0,25.3,8.8,782,327,Barren,Sandy,4.8,0.0,1.3,Confined,0.0,19.69
2023-07-30,Shivamogga,13.980493533663248,75.64341606959351,26.55,87.7,23.1,8.2,431,463,Forest,Sandy,17.7,0.0,2.3,Unconfined,0.0,25.21
2023-07-31,Mysuru,12.326286279125474,76.58194337691603,28.78,157.6,32.6,4.5,476,312,Forest,Clay,11.0,0.0,6.0,Unconfined,0.0,25.85
2023-08-01,Mysuru,12.272779273390102,76.6831725135859,25.3,57.4,36.7,8.5,758,348,Agricultural,Clay,6.3,0.0,2.3,Confined,7.1,24.65
2023-08-02,Ballari,15.159916673123975,76.91033350765801,6.38,48.7,35.0,7.4,602,441,Forest,Silty,12.9,0.0,2.9,Unconfined,0.0,5.78
2023-08-03,Mysuru,12.246722506872347,76.63234170418488,7.49,0.0,37.7,6.2,621,381,Barren,Loam,18.1,0.0,6.4,Confined,0.0,7.8
2023-08-04,Ballari,15.172565595195406,76.96802007463273,10.19,184.1,28.0,8.8,657,394,Agricultural,Clay,3.7,0.0,6.9,Unconfined,4.4,6.99
2023-08-05,Mysuru,12.311429317460787,76.63426440770957,16.07,31.6,24.4,7.6,405,387,Agricultural,Sandy,7.2,0.0,1.8,Confined,2.7,15.85
2023-08-06,Davanagere,14.536260991494947,75.88928974040573,26.13,11.6,30.3,4.3,602,349,Agricultural,Sandy,13.7,0.0,7.2,Unconfined,33.5,26.45
2023-08-07,Mangaluru,12.885995453225458,74.90423855810738,15.69,118.7,20.4,4.3,632,494,Agricultural,Clay,8.7,-0.49,3.8,Confined,12.0,13.65
2023-08-08,Davanagere,14.490951515600313,75.9154096522441,22.74,135.2,35.9,6.6,577,139,Urban,Sandy,14.9,0.0,7.0,Unconfined,0.0,20.37
2023-08-09,Tumakuru,13.389792568905705,77.12610000273595,8.36,191.1,21.1,5.7,791,341,Forest,Clay,6.1,0.0,8.3,Unconfined,0.0,4.82
2023-08-10,Bengaluru Urban,12.889554975107416,77.66566082745402,24.66,0.0,39.9,5.9,670,284,Barren,Sandy,15.9,0.0,3.0,Unconfined,0.0,24.96
2023-08-11,Mysuru,12.263669944444759,76.60914631361241,29.74,166.8,31.0,8.4,454,426,Forest,Sandy,11.1,0.0,1.9,Confined,0.0,26.82
2023-08-12,Tumakuru,13.317810305862597,77.07046139951086,7.15,159.5,24.8,5.4,640,116,Urban,Loam,17.9,0.0,7.5,Unconfined,0.0,4.23
2023-08-13,Mysuru,12.273514583802594,76.66480190829522,11.26,12.7,38.6,5.7,557,435,Agricultural,Silty,8.2,0.0,5.6,Confined,1.7,11.31
2023-08-14,Shivamogga,13.990560457835524,75.51771379409362,19.94,0.0,22.9,4.2,693,470,Barren,Silty,18.2,0.0,9.5,Unconfined,0.0,20.15
2023-08-15,Hubballi-Dharwad,15.465250865476301,75.1069762044295,14.74,0.0,23.0,4.3,457,273,Barren,Sandy,15.9,0.0,3.0,Unconfined,0.0,14.96
2023-08-16,Vijayapura,16.881212991352584,75.66920440588632,19.59,135.5,32.0,6.5,789,444,Forest,Sandy,13.3,0.0,0.2,Unconfined,0.0,17.2
2023-08-17,Shivamogga,13.956733234967123,75.61309976494499,16.49,100.3,29.4,8.3,211,490,Agricultural,Clay,17.0,0.0,7.3,Unconfined,5.9,14.96
2023-08-18,Bengaluru Urban,13.018030275526415,77.5521723567402,18.43,0.0,26.5,5.7,384,243,Barren,Sandy,15.5,0.0,5.1,Confined,0.0,18.71
2023-08-19,Belagavi,15.810384460937044,74.39872167751066,15.35,52.5,25.5,6.1,517,121,Agricultural,Loam,3.4,0.0,8.8,Confined,16.8,14.77
2023-08-20,Ballari,15.04162709667741,76.87258446841749,17.07,0.0,36.5,8.9,668,145,Barren,Sandy,18.2,0.0,5.5,Confined,0.0,17.52
2023-08-21,Shivamogga,13.991975259342896,75.64940881498015,12.85,118.4,27.5,7.1,693,208,Agricultural,Loam,10.7,0.0,2.6,Unconfined,39.5,11.23
2023-08-22,Mysuru,12.358664250685306,76.62869879325993,19.5,0.0,22.1,6.9,285,474,Barren,Loam,2.7,0.0,2.6,Confined,0.0,19.84
2023-08-23,Mangaluru,12.949612175095984,74.9984691456271,25.95,0.0,26.1,6.8,638,387,Barren,Silty,12.2,0.12,2.7,Confined,0.0,26.29
2023-08-24,Mysuru,12.348384732523657,76.60848751793408,15.38,168.4,31.4,7.1,361,386,Agricultural,Sandy,16.0,0.0,9.6,Unconfined,20.1,12.57
2023-08-25,Vijayapura,16.78207181216303,75.73933127877487,16.19,102.9,34.1,8.8,686,174,Agricultural,Loam,19.6,0.0,4.1,Unconfined,20.1,14.77
2023-08-26,Tumakuru,13.339372326608098,77.13554068844789,11.99,15.7,36.4,5.9,573,478,Forest,Clay,1.8,0.0,10.0,Unconfined,0.0,11.97
2023-08-27,Belagavi,15.78564607311979,74.43492374834206,19.4,35.9,37.8,6.5,660,486,Urban,Silty,12.3,0.0,2.6,Unconfined,0.0,19.01
2023-08-28,Belagavi,15.817402715913108,74.46532605825018,8.7,0.0,23.8,8.4,418,143,Barren,Loam,9.0,0.0,6.2,Unconfined,0.0,9.12
2023-08-29,Davanagere,14.431810305622726,75.96800505896327,17.74,159.5,25.2,4.4,742,337,Agricultural,Loam,5.7,0.0,9.2,Unconfined,32.9,15.1
2023-08-30,Shivamogga,14.018247179453034,75.60973281450279,11.17,135.6,39.4,4.8,225,493,Urban,Loam,13.6,0.0,3.5,Confined,0.0,8.7
2023-08-31,Tumakuru,13.365540689409853,77.03528137448468,13.88,0.0,30.2,4.7,533,412,Barren,Loam,13.8,0.0,2.8,Unconfined,0.0,14.12
2023-09-01,Vijayapura,16.828549193808716,75.80353739507997,27.93,155.7,25.8,4.5,356,371,Urban,Sandy,18.0,0.0,5.4,Unconfined,0.0,25.04
2023-09-02,Hubballi-Dharwad,15.4276999836618,75.0711022123735,15.53,39.7,30.3,5.2,417,357,Agricultural,Clay,9.5,0.0,8.1,Unconfined,41.9,15.41
2023-09-03,Shivamogga,13.907850709720307,75.56294697336614,28.25,0.0,37.1,6.9,233,142,Barren,Loam,5.1,0.0,4.6,Confined,0.0,28.59
2023-09-04,Mysuru,12.407964579082487,76.70324024721181,23.34,0.0,29.6,8.2,567,210,Barren,Clay,3.1,0.0,5.9,Unconfined,0.0,23.75
2023-09-05,Davanagere,14.38585107264721,75.92961388393228,6.28,81.7,35.9,8.2,587,317,Forest,Clay,4.1,0.0,8.4,Unconfined,0.0,5.06
2023-09-06,Vijayapura,16.825712776058495,75.69161894367045,15.27,193.8,29.9,6.1,573,234,Forest,Loam,15.1,0.0,6.2,Unconfined,0.0,11.7
2023-09-07,Davanagere,14.516081536639403,76.02028587592783,22.92,187.5,39.5,5.8,450,204,Forest,Clay,3.8,0.0,6.6,Confined,0.0,19.46
2023-09-08,Ballari,15.08142902920399,77.0141508729784,26.65,0.0,27.6,4.4,401,324,Barren,Sandy,13.1,0.0,9.1,Unconfined,0.0,26.87
2023-09-09,Hubballi-Dharwad,15.350497529018922,75.0554823335158,9.81,82.7,24.5,5.8,349,419,Urban,Sandy,12.4,0.0,4.0,Unconfined,0.0,8.45
2023-09-10,Belagavi,15.807775792191283,74.55684936701797,5.77,101.4,25.8,6.4,565,232,Urban,Sandy,8.5,0.0,6.1,Unconfined,0.0,4.06
2023-09-11,Davanagere,14.45805928670065,75.87985105901896,10.76,58.6,37.2,8.0,667,475,Urban,Silty,3.9,0.0,7.5,Unconfined,0.0,9.99
2023-09-12,Shivamogga,13.876018283106642,75.58524342361981,7.94,167.8,34.1,4.5,307,282,Agricultural,Loam,7.8,0.0,6.8,Confined,15.6,4.96
2023-09-13,Mysuru,12.241018518173071,76.6710770376947,14.64,0.0,24.1,8.4,284,100,Barren,Loam,10.6,0.0,7.4,Confined,0.0,15.06
2023-09-14,Vijayapura,16.844569864797073,75.70445265854035,24.93,93.0,36.2,4.1,747,293,Forest,Loam,1.5,0.0,5.9,Unconfined,0.0,23.27
2023-09-15,Belagavi,15.983486506321324,74.57084633114555,23.42,65.5,23.4,5.2,763,486,Forest,Loam,5.4,0.0,3.8,Unconfined,0.0,22.37
2023-09-16,Bengaluru Urban,12.958634785632993,77.62887901213917,27.1,179.8,29.4,8.0,371,297,Agricultural,Clay,18.0,0.0,6.5,Confined,1.3,23.92
2023-09-17,Shivamogga,13.940639184956952,75.48182008546021,22.33,109.2,36.9,6.9,722,432,Agricultural,Silty,19.0,0.0,0.2,Unconfined,22.0,20.71
2023-09-18,Shivamogga,13.944848944606521,75.5484957690822,9.8,150.9,25.7,7.9,383,439,Agricultural,Clay,17.0,0.0,1.4,Confined,37.9,7.56
2023-09-19,Hubballi-Dharwad,15.268468800736962,75.15645367646337,13.12,1.5,31.6,6.3,632,340,Urban,Clay,16.2,0.0,9.6,Unconfined,0.0,13.4
2023-09-20,Mangaluru,12.853828557833396,74.87626700652079,27.37,0.0,23.4,5.4,486,212,Barren,Sandy,10.7,0.86,4.0,Unconfined,0.0,27.64
2023-09-21,Davanagere,14.464150009284866,75.95084188941537,24.86,117.9,32.5,4.4,357,181,Forest,Silty,10.0,0.0,7.5,Confined,0.0,22.72
2023-09-22,Davanagere,14.434000606490628,75.93598180461444,13.22,0.0,30.3,5.4,538,270,Barren,Silty,14.6,0.0,3.6,Unconfined,0.0,13.49
2023-09-23,Shivamogga,13.895545125684169,75.57670531385122,8.33,101.5,37.3,6.3,330,182,Forest,Silty,11.4,0.0,7.4,Unconfined,0.0,6.62
2023-09-24,Davanagere,14.410417485715497,75.97697997958895,13.63,82.7,33.1,7.0,477,474,Urban,Clay,10.7,0.0,3.2,Unconfined,0.0,12.33
2023-09-25,Hubballi-Dharwad,15.330788135824848,75.08520943965597,22.76,57.6,32.8,7.4,545,110,Urban,Loam,17.4,0.0,2.9,Confined,0.0,21.98
2023-09-26,Vijayapura,16.82286490150667,75.6643608393296,10.12,118.3,28.1,4.9,316,407,Forest,Loam,17.9,0.0,4.0,Confined,0.0,8.0
2023-09-27,Tumakuru,13.375102080483959,77.11962548491434,15.58,60.9,27.3,4.8,401,246,Agricultural,Loam,12.0,0.0,5.6,Confined,49.2,15.09
2023-09-28,Vijayapura,16.772755172984517,75.69326981423484,5.37,0.0,21.9,6.8,265,222,Barren,Silty,14.8,0.0,1.4,Confined,0.0,5.71
2023-09-29,Shivamogga,13.84581416549222,75.47349764851292,26.94,0.6,37.1,6.8,416,313,Forest,Clay,7.9,0.0,3.7,Confined,0.0,27.27
2023-09-30,Bengaluru Urban,13.050263547862787,77.59336036457016,25.66,0.0,28.0,6.6,203,466,Barren,Clay,14.2,0.0,6.2,Confined,0.0,25.99
2023-10-01,Ballari,15.11950723183629,76.93891197699327,9.66,186.5,34.9,8.9,768,455,Urban,Sandy,5.8,0.0,6.7,Unconfined,0.0,6.38
2023-10-02,Bengaluru Urban,12.937600275835573,77.60205694063454,25.44,0.0,34.8,8.0,310,127,Barren,Clay,9.0,0.0,1.8,Unconfined,0.0,25.84
2023-10-03,Ballari,15.125706310811887,76.88540846206953,16.35,154.1,32.2,7.8,306,471,Forest,Silty,11.2,0.0,3.3,Confined,0.0,13.66
2023-10-04,Davanagere,14.464235679602064,75.90578898640422,22.3,49.0,28.1,8.0,271,281,Urban,Loam,9.9,0.0,5.4,Unconfined,0.0,21.72
2023-10-05,Ballari,15.141911393713238,76.85641973963112,25.17,89.4,25.0,7.7,251,168,Urban,Silty,3.3,0.0,0.4,Confined,0.0,23.77
2023-10-06,Hubballi-Dharwad,15.37090174366012,75.06548601181737,29.21,85.1,21.2,5.0,216,339,Forest,Silty,9.5,0.0,10.0,Confined,0.0,27.76
2023-10-07,Belagavi,15.894149131386405,74.59851883330539,29.54,168.5,37.7,6.3,758,248,Forest,Sandy,11.1,0.0,0.4,Confined,0.0,26.48
2023-10-08,Belagavi,15.905040787056857,74.46055522382993,29.79,95.9,37.0,4.4,770,486,Urban,Loam,16.9,0.0,9.7,Unconfined,0.0,28.09
2023-10-09,Ballari,15.148799339510761,76.90468387776731,6.21,0.0,37.1,6.3,686,319,Barren,Silty,14.7,0.0,0.3,Confined,0.0,6.53
2023-10-10,Mangaluru,12.888876745350014,74.88563783892452,11.89,81.9,29.0,6.0,601,281,Agricultural,Sandy,6.6,-0.0,2.6,Confined,31.1,10.86
2023-10-11,Mysuru,12.207507605668177,76.51712823990593,20.95,0.0,27.8,6.4,276,406,Barren,Loam,17.9,0.0,1.5,Unconfined,0.0,21.27
2023-10-12,Mysuru,12.34459917793021,76.68433516195448,24.57,0.0,37.0,4.3,759,325,Barren,Loam,6.0,0.0,6.6,Unconfined,0.0,24.79
2023-10-13,Tumakuru,13.361055517079553,77.09943350991753,18.61,0.0,21.4,8.4,539,101,Barren,Clay,3.0,0.0,3.1,Confined,0.0,19.03
2023-10-14,Ballari,15.137834246081715,76.96952764822551,28.33,62.4,35.7,8.5,309,483,Forest,Loam,1.7,0.0,5.1,Confined,0.0,27.51
2023-10-15,Tumakuru,13.355171353145549,77.09303801642497,11.97,163.6,34.2,8.0,333,194,Agricultural,Loam,14.7,0.0,1.7,Confined,15.0,9.25
2023-10-16,Belagavi,15.817741326133062,74.50933136545746,13.04,93.8,37.5,5.8,694,145,Agricultural,Sandy,5.4,0.0,2.7,Unconfined,5.7,11.51
2023-10-17,Bengaluru Urban,13.01216675079848,77.59214634635771,9.84,18.4,25.5,8.4,284,265,Agricultural,Loam,2.2,0.0,0.4,Confined,25.5,10.15
2023-10-18,Ballari,15.199387611088145,76.8789260519549,15.74,39.0,29.8,4.2,406,384,Urban,Clay,16.8,0.0,1.8,Confined,0.0,15.17
